,fileversion,Comments,Template,LanguageCode,InternalName,SharedDoc,Company,ZipBitFlag,Originalfilename,Legalcopyright,Subsystem,TimeStamp,PEType,Legaltrademarks,FileAccessDate,productversion,OSVersion,LegalCopyright,TotalEditTime,Creator,legaltrademarks,productname,ProductVersionNumber,Warning,Application,ZipFileName,CompanyWebsite,DirectShow,ZipCRC,CharacterSet,comments,CreateDate,AppVersion,UninitializedDataSize,FileOS,md5,legalcopyright,LegalTrademarks,ProductName,FileTypeExtension,AssemblyVersion,ProductVersion,family,LinksUpToDate,LinkerVersion,filedescription,ImageVersion,FileVersionNumber,FileFlagsMask,ModifyDate,FullVersion,companyname,InitializedDataSize,Characters,ScaleCrop,OriginalFileName,Words,Productname,OLESelfRegister,CompanyName,SubsystemVersion,DocSecurity,ZipModifyDate,internalname,HeadingPairs,ZipCompression,CodeSize,MIMEType,HyperlinksChanged,LastModifiedBy,ZipRequiredVersion,ImageFileCharacteristics,Pages,RevisionNumber,FileVersion,FileType,Filedescription,Lines,ZipUncompressedSize,CharactersWithSpaces,FileDescription,FileCreateDate,originalfilename,ZipCompressedSize,MachineType,FileSubtype,EntryPoint,ObjectFileType,Paragraphs
151,,CCleaner,,English (U.S.),gcleaner,,,,,,Windows GUI,2016:04:29 07:24:51+01:00,PE32,,,,5.0,Copyright    2005-2015 Piriform Ltd,,,,,5.11.0.5408,,,,,,,Unicode,,,,0,Win32,254c5c13dd02a9fccbe2a40ac0b04355,,,GCleaner,exe,,"5, 11, 00, 5408",locky,,9.0,,9.0,5.11.0.5408,0x0000,,,,238080,,,gcleaner.exe,,,,Piriform Ltd,5.0,,,,,,61952,application/octet-stream,,,,,,,"5, 11, 00, 5408",Win32 EXE,,,,,GCleaner,,,,"Intel 386 or later, and compatibles",0,0x7e4a,Dynamic link library,
152,,CCleaner,,English (U.S.),gcleaner,,,,,,Windows GUI,2016:04:29 07:24:54+01:00,PE32,,,,5.0,Copyright    2005-2015 Piriform Ltd,,,,,5.11.0.5408,,,,,,,Unicode,,,,0,Win32,1d0687fe7c7c5591f1049ecb84e8cbd9,,,GCleaner,exe,,"5, 11, 00, 5408",locky,,9.0,,9.0,5.11.0.5408,0x0000,,,,237568,,,gcleaner.exe,,,,Piriform Ltd,5.0,,,,,,61952,application/octet-stream,,,,,,,"5, 11, 00, 5408",Win32 EXE,,,,,GCleaner,,,,"Intel 386 or later, and compatibles",0,0x7e4a,Dynamic link library,
153,,CCleaner,,English (U.S.),gcleaner,,,,,,Windows GUI,2016:04:29 07:24:54+01:00,PE32,,,,5.0,Copyright    2005-2015 Piriform Ltd,,,,,5.11.0.5408,,,,,,,Unicode,,,,0,Win32,0aa56c23cff79948f977ebd1a470b4ad,,,GCleaner,exe,,"5, 11, 00, 5408",locky,,9.0,,9.0,5.11.0.5408,0x0000,,,,237568,,,gcleaner.exe,,,,Piriform Ltd,5.0,,,,,,61952,application/octet-stream,,,,,,,"5, 11, 00, 5408",Win32 EXE,,,,,GCleaner,,,,"Intel 386 or later, and compatibles",0,0x7e4a,Dynamic link library,
154,58.85.31.631,,,English (U.S.),,,,,,,Windows GUI,2016:10:11 08:14:20+01:00,PE32,,,,4.0,,,,,,2.45.62.9258,,,,,,,"Windows, Latin1",,,,0,Win32,85af16270f649b670cd255e6054d5388,,,,exe,,,locky,,2.5,Countered,0.0,24.49.50.3666,0x0000,,,Bulldozer Delving,149504,,,,,,,,4.0,,,,,,41472,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x1000,Executable application,
155,,,,French,Pchild3.exe,,,,,,Windows GUI,2016:07:05 00:30:18+01:00,PE32,,,,5.1,Copyright (C) 2016,,,,,1.0.0.1,,,,,,,Unicode,,,,0,Windows NT 32-bit,901ef89350b60a992e1a6c67a61dcdab,,,TODO: <Product name>,exe,,1.0.0.1,locky,,10.0,,0.0,1.0.0.1,0x003f,,,,162304,,,Pchild3.exe,,,,TODO: <Company name>,5.1,,,,,,69120,application/octet-stream,,,,"Executable, 32-bit",,,1.0.0.1,Win32 EXE,,,,,TODO: <File description>,,,,"Intel 386 or later, and compatibles",0,0xbdf7,Executable application,
156,,,,French,Pchild3.exe,,,,,,Windows GUI,2016:07:04 16:30:18-07:00,PE32,,,,5.1,Copyright (C) 2016,,,,,1.0.0.1,,,,,,,Unicode,,,,0,Windows NT 32-bit,fe4985beae55b054259bf14d3a3e50a7,,,TODO: <Product name>,exe,,1.0.0.1,locky,,10.0,,0.0,1.0.0.1,0x003f,,,,162304,,,Pchild3.exe,,,,TODO: <Company name>,5.1,,,,,,69120,application/octet-stream,,,,"Executable, 32-bit",,,1.0.0.1,Win32 EXE,,,,,TODO: <File description>,,,,"Intel 386 or later, and compatibles",0,0xbdf7,Executable application,
157,,,,,,,,,,,Windows GUI,2014:10:07 05:39:59+01:00,PE32,,,,4.0,,,,,,,,,,,,,,,,,2048,,3b522c3e3fc6cf29a2c8c65a80f14a08,,,,exe,,,locky,,6.0,,6.0,,,,,,3805696,,,,,,,,4.0,,,,,,24576,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0x3212,,
158,,,,English (U.S.),Advanced Task Scheduler 32-bit Edition,,,,,,Windows GUI,2016:03:09 07:07:41+01:00,PE32,,,,5.1,"Copyright    Southsoftware.com, 2002-2015",,,,,4.1.0.612,,,,,,,"Windows, Latin2 (Eastern European)",,,,4096,Windows NT 32-bit,252957f37b8bd7a57473eab5f1a65d5c,,,Advanced Task Scheduler 32-bit Edition,exe,,4.1.0.612,locky,,9.0,,0.0,4.1.0.612,0x0000,,,,93696,,,advscheduler_admin.exe,,,,Southsoftware.com,5.1,,,,,,78848,application/octet-stream,,,,"Executable, 32-bit",,,4.1.0.612,Win32 EXE,,,,,Advanced Task Scheduler 32-bit Edition,,,,"Intel 386 or later, and compatibles",0,0x12f3f,Executable application,
159,53.88.31.373,,,English (U.S.),,,,,,,Windows GUI,2016:08:18 14:50:48+01:00,PE32,,,,4.0,,,,,,17.50.63.1004,,,,,,,"Windows, Latin1",,,,0,Win32,a8344ecd79b1c1371526ee06a0a0fcd6,,,,exe,,,locky,,2.5,Earthliest,0.0,53.8.13.4610,0x0000,,,Transmutable,160256,,,,,,,,4.0,,,,,,102912,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x1000,Executable application,
160,,,Normal,,,No,Home,0x0006,,,,,,,,,,,0,1,,,,,Microsoft Office Word,[Content_Types].xml,,,0x4dc12e6a,,,2016:08:17 09:20:00Z,14.0,,,ea8b3acdfb0c30156977897f693f9db6,,,,docm,,,locky,No,,,,,,2016:08:17 09:20:00Z,,,,10,No,,1,,,,,None,1980:01:01 00:00:00,,", 1",Deflated,,application/vnd.ms-word.document.macroEnabled,No,1,20,,2,2,,DOCM,,1,1563,10,,,,419,,,,,1
161,,,Normal,,,No,Home,0x0006,,,,,,,,,,,0,1,,,,,Microsoft Office Word,[Content_Types].xml,,,0x4dc12e6a,,,2016:08:17 09:22:00Z,14.0,,,5cc3a50ee804e38a1d4546166e204544,,,,docm,,,locky,No,,,,,,2016:08:17 09:22:00Z,,,,10,No,,1,,,,,None,1980:01:01 00:00:00,,", 1",Deflated,,application/vnd.ms-word.document.macroEnabled,No,1,20,,2,2,,DOCM,,1,1563,10,,,,419,,,,,1
162,,,Normal,,,No,Home,0x0006,,,,,,,,,,,0,1,,,,,Microsoft Office Word,[Content_Types].xml,,,0x4dc12e6a,,,2016:08:17 09:21:00Z,14.0,,,552ba52f618ac8d1e50a5524ef15bb5c,,,,docm,,,locky,No,,,,,,2016:08:17 09:21:00Z,,,,10,No,,1,,,,,None,1980:01:01 00:00:00,,", 1",Deflated,,application/vnd.ms-word.document.macroEnabled,No,1,20,,2,2,,DOCM,,1,1563,10,,,,419,,,,,1
163,,,Normal,,,No,Home,0x0006,,,,,,,,,,,0,1,,,,,Microsoft Office Word,[Content_Types].xml,,,0x4dc12e6a,,,2016:08:17 09:21:00Z,14.0,,,5d2cebe73f8387466ef8534797840de0,,,,docm,,,locky,No,,,,,,2016:08:17 09:21:00Z,,,,10,No,,1,,,,,None,1980:01:01 00:00:00,,", 1",Deflated,,application/vnd.ms-word.document.macroEnabled,No,1,20,,2,2,,DOCM,,1,1563,10,,,,419,,,,,1
164,,,Normal,,,No,Home,0x0006,,,,,,,,,,,0,1,,,,,Microsoft Office Word,[Content_Types].xml,,,0x4dc12e6a,,,2016:08:17 09:20:00Z,14.0,,,5f0cb3259701298a76d6ca475b4e404e,,,,docm,,,locky,No,,,,,,2016:08:17 09:20:00Z,,,,10,No,,1,,,,,None,1980:01:01 00:00:00,,", 1",Deflated,,application/vnd.ms-word.document.macroEnabled,No,1,20,,2,2,,DOCM,,1,1563,10,,,,419,,,,,1
165,,,,English (U.S.),Counterpointed,,,,,,Windows GUI,2008:04:25 22:05:29+01:00,PE32,,,,4.0,Copyright    2012,,,,,0.84.238.225,,,,,,,Unicode,,,,0,Windows NT 32-bit,d377f4ca5ef69de33e3c58a8d4e76803,,,Finetuning Hybrid,exe,,"149, 194, 233, 120",locky,,6.0,,0.0,0.26.112.109,0x003f,,,,155648,,,,,,,"Motive Communications, Inc.",4.0,,,,,,139264,application/octet-stream,,,,,,,"67, 160, 63, 46",Win32 EXE,,,,,Crocheted,,,,"Intel 386 or later, and compatibles",0,0x22c98,Executable application,
166,,,,English (U.S.),Multiplex,,,,,,Windows GUI,2007:12:26 12:54:55+01:00,PE32,,,,4.0,Copyright    2017,,,,,0.138.42.95,,,,,,,Unicode,,,,0,Windows NT 32-bit,ba7505460a9c758c25bb3de1208cf23f,,,Listens Imprecise,exe,,"216, 177, 177, 256",locky,,6.0,,0.0,0.103.17.203,0x003f,,,,200704,,,,,,,"CyberPower Systems, Inc.",4.0,,,,,,98304,application/octet-stream,,,,,,,"106, 167, 16, 35",Win32 EXE,,,,,Onward,,,,"Intel 386 or later, and compatibles",0,0x18270,Executable application,
167,,,,English (U.S.),Plebiscite,,,,,,Windows GUI,2006:04:25 01:42:49+01:00,PE32,,,,4.0,Copyright    2018,,,,,0.217.80.109,,,,,,,Unicode,,,,0,Windows NT 32-bit,bf664e4a8f36d2de1614984e6982bbb2,,,Pared Rulers,exe,,"32, 173, 74, 235",locky,,6.0,,0.0,0.255.20.233,0x003f,,,,172032,,,,,,,"Corel, Inc.",4.0,,,,,,135168,application/octet-stream,,,,,,,"87, 54, 0, 9",Win32 EXE,,,,,Simpleton,,,,"Intel 386 or later, and compatibles",0,0x20f64,Executable application,
168,,,,,,,,,,,Windows GUI,2015:12:27 07:26:07+01:00,PE32,,,,4.0,,,,,,,,,,,,,,,,,2048,,810c011911151d3e8a064ad44a600421,,,,exe,,,locky,,6.0,,6.0,,,,,,186368,,,,,,,,4.0,,,,,,25600,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0x32a0,,
169,,,,,,,,,,,Windows GUI,2015:12:26 22:26:07-08:00,PE32,,,,4.0,,,,,,,,,,,,,,,,,2048,,5fbdf068522177ac6392fa8f8689ed43,,,,exe,,,locky,,6.0,,6.0,,,,,,186368,,,,,,,,4.0,,,,,,25600,application/octet-stream,,,,"No relocs, Executable, No line numbers, No symbols, 32-bit",,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0x32a0,,
170,57.61.56.167,,,English (U.S.),,,,,,,Windows GUI,2016:09:07 08:22:26+01:00,PE32,,,,4.0,,,,,Chemurgy Tetanized,8.1.51.8355,,,,,,,"Windows, Latin1",,,,0,Win32,e81a50d312fe396641fb781a63667f3e,Footrace,,,exe,,,locky,,2.5,Otolaryngologist Rawhided,0.0,30.33.47.479,0x0000,,,Triton Blunderbusses,142848,,,,,,,,4.0,,,Smokable Chattery,,,8192,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,Foremanship,,"Intel 386 or later, and compatibles",0,0x1000,Executable application,
171,,,,,,,,,,,Windows GUI,2015:12:27 07:26:07+01:00,PE32,,,,4.0,,,,,,,,,,,,,,,,,2048,,d35d938cccbccb5b84a19d2271c97ae7,,,,exe,,,locky,,6.0,,6.0,,,,,,186368,,,,,,,,4.0,,,,,,25600,application/octet-stream,,,,"No relocs, Executable, No line numbers, No symbols, 32-bit",,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0x32a0,,
172,39.71.41.253,,,English (U.S.),,,,,,,Windows GUI,2016:09:08 20:26:59+01:00,PE32,,,28.63.45.294,4.0,,,,,,31.29.73.9788,,,,,,,"Windows, Latin1",Accredits,,,0,Win32,05f96e4199d83caa6f5e189016215e45,,,,exe,,,locky,,2.5,,0.0,63.67.3.5243,0x0000,,,Blocking,142848,,,,,,,,4.0,,,Cowshed Funding,,,8192,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,Dory Ripply,,"Intel 386 or later, and compatibles",0,0x1000,Executable application,
173,,,,,,,,,,,Windows GUI,2014:10:07 05:40:26+01:00,PE32,,,,4.0,,,,,,,,,,,,,,,,,2048,,ad2022689e5de22e2e706b065e148c25,,,,exe,,,locky,,6.0,,6.0,,,,,,186368,,,,,,,,4.0,,,,,,25088,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0x322e,,
174,,,,,,,,,,,Windows GUI,2014:10:07 05:40:26+01:00,PE32,,,,4.0,,,,,,,,,,,,,,,,,2048,,5a5817583b302c651a71f0ddfbe33a6d,,,,exe,,,locky,,6.0,,6.0,,,,,,186368,,,,,,,,4.0,,,,,,25088,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0x322e,,
175,,,,,,,,,,,Windows GUI,2016:04:03 21:19:02+01:00,PE32,,,,4.0,,,,,,,,,,,,,,,,,2048,,9e3588c7245e6ddec33473e5b4975670,,,,exe,,,locky,,6.0,,6.0,,,,,,186368,,,,,,,,4.0,,,,,,25600,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0x32a0,,
176,,http://xiph.org/dshow/,,English (U.S.),,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,Copyright (c) 2008 - 2011 Xiph.Org,,,,,1.0.0.0,,,,,,,ASCII,,,,2048,Win32,f7bc8f3b73313b238944e4812a3e4975,,The Xiph Fish Logo and the Vorbis.com many-fish logos are trademarks (tm) of Xiph.Org,Open Codecs,exe,,,locky,,6.0,,6.0,1.0.0.0,0x0000,,,,141824,,,,,,,Xiph.Org,4.0,,,,,,24576,application/octet-stream,,,,,,,1,Win32 EXE,,,,,"Directshow Filters for Ogg Vorbis, Speex, Theora, FLAC, and WebM",,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
177,,,,English (U.S.),,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,Copyright (C) The Honeynet Project.,,,,,3.0.4.0,,,,,,,ASCII,,,,2048,Win32,dce1cd7955c0352f86ecd7364f4a3fdb,,,Sebek,exe,,3.0.4.0,locky,,6.0,,6.0,3.0.4.0,0x0000,,,,141824,,,,,,,The Honeynet Project.,4.0,,,,,,24576,application/octet-stream,,,,,,,3.0.4.0,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
178,,,,English (U.S.),,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,Copyright (C) The Honeynet Project.,,,,,3.0.4.0,,,,,,,ASCII,,,,2048,Win32,5341fabc65b3984bf5e0d1718983020c,,,Sebek,exe,,3.0.4.0,locky,,6.0,,6.0,3.0.4.0,0x0000,,,,141824,,,,,,,The Honeynet Project.,4.0,,,,,,24576,application/octet-stream,,,,,,,3.0.4.0,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
179,,"Allows InfraRecorder to be run from a removable drive.  For additional details, visit PortableApps.com/InfraRecorderPortable",,English (U.S.),InfraRecorder Portable,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,PortableApps.com and contributers,,,,,1.6.2.0,,,,,,,Unicode,,,,2048,Win32,47380d71be72bb4ff55b5e51f8bdc963,,"PortableApps.com is a Trademark of Rare Ideas, LLC.",InfraRecorder Portable,exe,,1.6.2.0,locky,,6.0,,6.0,1.6.2.0,0x0000,,,,141824,,,InfraRecorderPortable.exe,,,,PortableApps.com,4.0,,,,,,24576,application/octet-stream,,,,,,,1.6.2.0,Win32 EXE,,,,,InfraRecorder Portable,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
180,,"Allows InfraRecorder to be run from a removable drive.  For additional details, visit PortableApps.com/InfraRecorderPortable",,English (U.S.),InfraRecorder Portable,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,PortableApps.com and contributers,,,,,1.6.2.0,,,,,,,Unicode,,,,2048,Win32,296b0a81f0925c95e01839690c0934bc,,"PortableApps.com is a Trademark of Rare Ideas, LLC.",InfraRecorder Portable,exe,,1.6.2.0,locky,,6.0,,6.0,1.6.2.0,0x0000,,,,141824,,,InfraRecorderPortable.exe,,,,PortableApps.com,4.0,,,,,,24576,application/octet-stream,,,,,,,1.6.2.0,Win32 EXE,,,,,InfraRecorder Portable,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
181,,"Allows InfraRecorder to be run from a removable drive.  For additional details, visit PortableApps.com/InfraRecorderPortable",,English (U.S.),InfraRecorder Portable,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,PortableApps.com and contributers,,,,,1.6.2.0,,,,,,,Unicode,,,,2048,Win32,d98e82be5222b3686d58a625c77ab488,,"PortableApps.com is a Trademark of Rare Ideas, LLC.",InfraRecorder Portable,exe,,1.6.2.0,locky,,6.0,,6.0,1.6.2.0,0x0000,,,,141824,,,InfraRecorderPortable.exe,,,,PortableApps.com,4.0,,,,,,24576,application/octet-stream,,,,,,,1.6.2.0,Win32 EXE,,,,,InfraRecorder Portable,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
182,,"Allows InfraRecorder to be run from a removable drive.  For additional details, visit PortableApps.com/InfraRecorderPortable",,English (U.S.),InfraRecorder Portable,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,PortableApps.com and contributers,,,,,1.6.2.0,,,,,,,Unicode,,,,2048,Win32,f08c3b7ace25f1ce76bebd3429762ef8,,"PortableApps.com is a Trademark of Rare Ideas, LLC.",InfraRecorder Portable,exe,,1.6.2.0,locky,,6.0,,6.0,1.6.2.0,0x0000,,,,141824,,,InfraRecorderPortable.exe,,,,PortableApps.com,4.0,,,,,,24576,application/octet-stream,,,,,,,1.6.2.0,Win32 EXE,,,,,InfraRecorder Portable,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
183,,"Allows InfraRecorder to be run from a removable drive.  For additional details, visit PortableApps.com/InfraRecorderPortable",,English (U.S.),InfraRecorder Portable,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,PortableApps.com and contributers,,,,,1.6.2.0,,,,,,,Unicode,,,,2048,Win32,264f16260d200d0501cf83220ed9a30a,,"PortableApps.com is a Trademark of Rare Ideas, LLC.",InfraRecorder Portable,exe,,1.6.2.0,locky,,6.0,,6.0,1.6.2.0,0x0000,,,,141824,,,InfraRecorderPortable.exe,,,,PortableApps.com,4.0,,,,,,24576,application/octet-stream,,,,,,,1.6.2.0,Win32 EXE,,,,,InfraRecorder Portable,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
184,,,,French,VBoxWindowsAdditions-x86.exe,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,(C) 2016 Oracle,,,,,5.0.1.0,,,,,,,"Windows, Latin1",,,,2048,Win32,5695803a695e1dc6443ea09572e6b14c,,,VBox Guest Additions,exe,,5.0.1.0,locky,,6.0,,6.0,5.0.1.0,0x0000,,,,141824,,,,,,,Oracle,4.0,,,,,,24576,application/octet-stream,,,,,,,VBox 5.0.1.0,Win32 EXE,,,,,VBox Guest Additions,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
185,,Spade Neurasthenics,,English (U.S.),,,,,Twining,Undemonstrativeness Lunges,Windows GUI,2016:10:23 08:55:01+01:00,PE32,Counteracts Invites,,,4.0,,,,,,39.5.63.5326,,,,,,,"Windows, Latin1",,,,0,Win32,ba5a6500cfba0e674f8bd2a62a308ae5,,,,exe,,,locky,,2.5,,0.0,58.3.38.6705,0x0000,,,,169984,,,,,Profanes,,,4.0,,,,,,57856,application/octet-stream,,,,"No relocs, Executable, No line numbers, No symbols, 32-bit",,,,Win32 EXE,Make Beaky,,,,,,,,"Intel 386 or later, and compatibles",0,0x1000,Executable application,
186,,,,English (U.S.),,,,,,,Windows GUI,2016:10:23 11:39:00+01:00,PE32,,,,4.0,,,,Counteracts Invites,Profanes,39.5.63.5326,,,,,,,"Windows, Latin1",Spade Neurasthenics,,,0,Win32,71b8d35385ca32cd413c8f708e802c9b,Undemonstrativeness Lunges,,,exe,,,locky,,2.5,Make Beaky,0.0,58.3.38.6705,0x0000,,,,37376,,,,,,,,4.0,,,,,,57856,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,Twining,,"Intel 386 or later, and compatibles",0,0x1000,Executable application,
187,,,,English (U.S.),,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,ThamiZha! community - thamizha.com,,,,,1.0.0.0,,,,,,,Unicode,,,,2048,Win32,e52cc2b7136c572838b8a9e2b021bd5b,,,tamilfonts,exe,,1.0,locky,,6.0,,6.0,1.0.0.0,0x0000,,,,141824,,,thamizha-tamil-fonts-pack-1.0.exe,,,,ThamiZha! community - thamizha.com,4.0,,,,,,24576,application/octet-stream,,,,,,,1.0,Win32 EXE,,,,,ThamiZha Tamil Fonts Installer,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
188,,,,French,VBoxWindowsAdditions-x86.exe,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,(C) 2016 Oracle,,,,,5.0.1.0,,,,,,,"Windows, Latin1",,,,2048,Win32,17e23f44a0bcf6b27f480439714b4688,,,VBox Guest Additions,exe,,5.0.1.0,locky,,6.0,,6.0,5.0.1.0,0x0000,,,,141824,,,,,,,Oracle,4.0,,,,,,24576,application/octet-stream,,,,,,,VBox 5.0.1.0,Win32 EXE,,,,,VBox Guest Additions,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
189,,,,,,,,,,,Windows GUI,2016:10:19 14:34:05+01:00,PE32,,,,4.0,,,,,,,,,,,,,,,,,0,,7822f2ca1be80f98649a30fe5441d0ba,,,,exe,,,locky,,6.0,,0.0,,,,,,166400,,,,,,,,4.0,,,,,,3584,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0x1a8f,,
190,,,,,,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,,,,,,,,,,,,,,,,,2048,,5db257bb49dddf90d093d17b43eaa9c9,,,,exe,,,locky,,6.0,,6.0,,,,,,141824,,,,,,,,4.0,,,,,,24576,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0x335a,,
191,,,,English (U.S.),,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,,,,,,0.0.0.0,,,,http://incubator.apache.org/harmony,,,ASCII,,,,2048,Win32,72dd8bc7871f07e2d6320270c60ac451,,,Apache Harmony,exe,,Snapshot Version,locky,,6.0,,6.0,0.0.0.0,0x0000,,,,141824,,,,,,,Apache Software Foundation,4.0,,,,,,24576,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
192,,,,English (U.S.),,,,,,,Windows GUI,2014:10:07 05:40:20+01:00,PE32,,,,4.0,,,,,,0.0.0.0,,,,http://incubator.apache.org/harmony,,,ASCII,,,,2048,Win32,1311d9372c3550300d400c3fe83cd867,,,Apache Harmony,exe,,Snapshot Version,locky,,6.0,,6.0,0.0.0.0,0x0000,,,,141824,,,,,,,Apache Software Foundation,4.0,,,,,,24576,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x335a,Executable application,
193,,,,Russian,DISKPERF.EXE,,,,,,Windows GUI,2008:10:25 19:00:15+01:00,PE32,,,,5.0,.                                   .,,,,,5.1.2600.0,Possibly corrupt Version resource,,,,,,Unicode,,,,0,Windows NT 32-bit,a30863f1a404bc2f735cc9ad862e85a9,,,Microsoft   Windows,exe,,5.1.2600.0,Teslacrypt,,8.0,,0.0,5.1.2600.0,0x003f,,,,696320,,,DISKPERF.EXE,,,,,5.0,,,,,,28672,application/octet-stream,,,,,,,5.1.2600.0 (XPClient.010817-1148),Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x5c70,Executable application,
194,,,,Russian,DISKPERF.EXE,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,5.0,.                                   .,,,,,5.1.2600.0,Possibly corrupt Version resource,,,,,,Unicode,,,,0,Windows NT 32-bit,a2fb8550db4d13c218f98862e24ef105,,,Microsoft   Windows,exe,,5.1.2600.0,Teslacrypt,,8.0,,0.0,5.1.2600.0,0x003f,,,,524288,,,DISKPERF.EXE,,,,,4.0,,,,,,188416,application/octet-stream,,,,,,,5.1.2600.0 (XPClient.010817-1148),Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x2cc70,Executable application,
195,,,,Russian,DISKPERF.EXE,,,,,,Windows GUI,2008:10:25 19:00:15+01:00,PE32,,,,5.0,.                                   .,,,,,5.1.2600.0,Possibly corrupt Version resource,,,,,,Unicode,,,,0,Windows NT 32-bit,a1559181f4d306118f589dd86a8a3c30,,,Microsoft   Windows,exe,,5.1.2600.0,Teslacrypt,,8.0,,0.0,5.1.2600.0,0x003f,,,,696320,,,DISKPERF.EXE,,,,,5.0,,,,,,24576,application/octet-stream,,,,,,,5.1.2600.0 (XPClient.010817-1148),Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x5ae0,Executable application,
196,,,,Russian,DISKPERF.EXE,,,,,,Windows GUI,2008:10:25 19:00:15+01:00,PE32,,,,5.0,.                                   .,,,,,5.1.2600.0,Possibly corrupt Version resource,,,,,,Unicode,,,,0,Windows NT 32-bit,2180152ae725f04088dfc9eae68066a6,,,Microsoft   Windows,exe,,5.1.2600.0,Teslacrypt,,8.0,,0.0,5.1.2600.0,0x003f,,,,524288,,,DISKPERF.EXE,,,,,5.0,,,,,,188416,application/octet-stream,,,,,,,5.1.2600.0 (XPClient.010817-1148),Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x2c6d0,Executable application,
197,,,,Russian,DISKPERF.EXE,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,.                                   .,,,,,5.1.2600.0,Possibly corrupt Version resource,,,,,,Unicode,,,,0,Windows NT 32-bit,a448ffac07a217b95d4c6478c487f096,,,Microsoft   Windows,exe,,5.1.2600.0,Teslacrypt,,8.0,,0.0,5.1.2600.0,0x003f,,,,512000,,,DISKPERF.EXE,,,,,4.0,,,,,,188416,application/octet-stream,,,,,,,5.1.2600.0 (XPClient.010817-1148),Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x2cc20,Executable application,
